Rank,Name,Platform,Year,Genre,Publisher
7523,Two Worlds II,PC,2011,ROLEPLAYING,Unknown
4882,Ultimate Spider-Man,XB,2005,ACTION,Activision
10595,You Don't Know Jack: Mock 2,PS,2000,MISC,Vivendi Games
15897,Antz Extreme Racing,XB,2002,RACING,Empire Interactive
11814,Hang On GP,SAT,1995,RACING,Sega
3736,Bratz: Rock Angelz,GBA,2004,MISC,THQ
9619,7th Dragon 2020-II,PSP,2013,ROLEPLAYING,Sega
16294,FairlyLife: MiracleDays,PSP,2010,ADVENTURE,Piacci
3274,Pac-Man Player's Choice Bundle,GC,2003,MISC,Namco Bandai Games
3384,Dead Space,PC,2008,ACTION,Electronic Arts
3515,Tales of the Abyss,PS2,2005,ROLEPLAYING,Namco Bandai Games
15495,Commandos 3: Destination Berlin,PC,2003,STRATEGY,Eidos Interactive
14736,Eco Creatures: Save The Forest,DS,2007,ADVENTURE,Rising Star Games
15582,Cabela's Alaskan Adventure,PS2,N/A,SPORTS,Unknown
16126,Nintendogs and Cats Golden Retriever and New Friends,_3DS,2011,ACTION,Nintendo
6833,Rock Band Track Pack Volume 1,WII,2008,MISC,MTV Games
13251,Taito Legends,XB,2005,MISC,Empire Interactive
7096,Super R-Type,SNES,1991,SHOOTER,Nintendo
2346,LEGO Marvel Super Heroes,_3DS,2013,ACTION,Warner Bros. Interactive Entertainment
10345,Tournament Pool,WII,2009,SPORTS,Destineer
13931,Jikkyou Powerful Major League,GC,2006,SPORTS,Konami Digital Entertainment
15726,Digimon Rumble Arena,PS,2001,FIGHTING,Namco Bandai Games
12681,Yomawari,PSV,2015,ADVENTURE,Nippon Ichi Software
13941,Ski-Doo Snowmobile Challenge,X360,2009,RACING,Valcon Games
7584,Cars,XB,2006,RACING,THQ
9523,Pop'n Music Portable,PSP,2010,MISC,Konami Digital Entertainment
16465,Outdoors Unleashed: Alaska 3D,_3DS,2011,SPORTS,Mastiff
13416,Yoru no Nai Kuni,PS3,2015,ROLEPLAYING,Tecmo Koei
14419,Puzzle & Action: Tant-R,GEN,1994,MISC,Sega
13907,Harry Potter and the Prisoner of Azkaban,PC,2004,ACTION,Electronic Arts
16505,Naraku no Shiro,PS2,2008,ADVENTURE,Nippon Ichi Software
8015,Half-Minute Hero,PSP,2009,ROLEPLAYING,Rising Star Games
3104,Disney's Chicken Little,PS2,2005,PLATFORM,Disney Interactive Studios
11963,Bionicle Heroes,X360,2006,SHOOTER,Eidos Interactive
5696,Shenmue II,XB,2002,ADVENTURE,Microsoft Game Studios
3368,BeatMania Append 3rdMix,PS,1998,SIMULATION,Konami Digital Entertainment
10804,Bladestorm: The Hundred Years' War,X360,2007,ACTION,Tecmo Koei
136,Super Mario Sunshine,GC,2002,PLATFORM,Nintendo
11534,World Series of Poker 2008: Battle for the Bracelets,X360,2007,MISC,Activision
14064,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,ROLEPLAYING,ChunSoft
11642,Dragon Slayer: The Legend of Heroes,GEN,1994,ROLEPLAYING,Sega
6584,Fire Emblem: Thracia 776,SNES,1999,STRATEGY,Nintendo
13906,Saints Row 2,PC,2009,ACTION,THQ
16034,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009,ADVENTURE,TGL
7628,IHRA Drag Racing 2004,XB,2003,RACING,Bethesda Softworks
667,Half-Life 2,PC,2004,SHOOTER,Vivendi Games
228,The Lord of the Rings: The Two Towers,PS2,2002,ACTION,Electronic Arts
2562,Guitar Hero: Metallica,X360,2009,MISC,Activision
3557,Bolt,WII,2008,ADVENTURE,Disney Interactive Studios
12491,Pro Evolution Soccer 2012,PS2,2011,ACTION,Konami Digital Entertainment
11522,MXGP 2,PS4,2016,RACING,Milestone S.r.l.
6216,iCarly 2: iJoin The Click!,DS,2010,ADVENTURE,Activision
12298,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,FIGHTING,Falcom Corporation
14359,Nishijin Pachinko Monogatari 2,SNES,1996,MISC,KSS
7147,Star Trek: The Game,X360,2013,ACTION,Namco Bandai Games
8514,The Legend of Heroes VII: The Trail of Zero,PSP,2010,ROLEPLAYING,Falcom Corporation
7632,Tomb Raider: Underworld,DS,2008,ACTION,Eidos Interactive
4606,Avatar: The Last Airbender - The Burning Earth,PS2,2007,ACTION,THQ
15085,Prison Architect,PS4,2016,ACTION,Introversion Software
3457,Rayman Origins,WII,2011,PLATFORM,Ubisoft
9202,Create,X360,2010,ACTION,Electronic Arts
13390,Rimo-Cocoron,PS2,2001,ACTION,Sony Computer Entertainment
15853,Winning Post 7: Maximum 2007,PS3,2007,SPORTS,Tecmo Koei
400,Professor Layton and the Unwound Future,DS,2008,PUZZLE,Nintendo
9904,Tropico 5,PC,2014,SIMULATION,Kalypso Media
10220,Nuclear Strike 64,N64,1999,SIMULATION,THQ
10719,Horse Life Adventures,DS,2008,SIMULATION,Deep Silver
4229,Iridion 3D,GBA,2001,SHOOTER,THQ
7850,Kan Colle Kai,PSV,2016,ACTION,Kadokawa Games
8401,Surf's Up,WII,2007,SPORTS,Ubisoft
5640,My Horse & Me,WII,2007,SPORTS,Atari
3380,Asphalt: Urban GT,DS,2004,RACING,Ubisoft
2738,DJ Hero 2,PS3,2010,MISC,Activision
15418,RollerCoaster Tycoon World,PC,2016,SIMULATION,Atari
15532,Marvel Avengers: Battle for Earth,X360,2012,ACTION,Ubisoft
12398,Unreal Tournament III,PC,2007,SHOOTER,Midway Games
7036,FIFA 14,PSP,2013,SPORTS,Electronic Arts
15948,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014,ADVENTURE,Prototype
13271,Ship Simulator Extremes,PC,2010,SIMULATION,Paradox Interactive
11861,Let's Paint,WII,2010,SIMULATION,Zoo Games
4586,Rascal,PS,1998,ACTION,Psygnosis
7226,Mega Man 64,N64,2000,ACTION,Capcom
16133,Dr. Slump & Arale-Chan,DS,2008,ADVENTURE,Namco Bandai Games
414,Gran Turismo (PSP),PSP,2009,RACING,Sony Computer Entertainment
11101,Spider-Man: Edge of Time,WII,2011,ACTION,Activision
2406,Warriors Orochi,PS2,2007,ACTION,Tecmo Koei
1569,Battle Arena Toshinden,PS,1994,FIGHTING,Sony Computer Entertainment
12690,Murdered: Soul Suspect,PC,2014,ACTION,Square Enix
683,NBA 2K16,XONE,2015,SPORTS,Take-Two Interactive
12982,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,SPORTS,Konami Digital Entertainment
11617,Whac-A-Mole,DS,2005,PUZZLE,Zoo Digital Publishing
15416,Gakuen K: Wonderful School Days,PSP,2014,ADVENTURE,Idea Factory
16035,Shinobi Koutsutsu,PSP,2014,ADVENTURE,Idea Factory
14358,DragonHeart: Fire & Steel,PS,1996,ACTION,Acclaim Entertainment
5238,Dance Dance Revolution 3rdMix,PS,2000,SIMULATION,Konami Digital Entertainment
9483,Castlevania: Legacy of Darkness,N64,1999,PLATFORM,Konami Digital Entertainment
5138,Bionic Commando,PS3,2009,PLATFORM,Capcom
7520,My Fitness Coach 2: Exercise and Nutrition,WII,2009,SPORTS,Black Bean Games
10868,Blitz: Overtime,PSP,2006,SPORTS,Midway Games
3260,The Urbz: Sims in the City,GBA,2004,SIMULATION,Electronic Arts
6101,Kung Zhu,DS,2010,ACTION,Activision
13083,Steins Gate 0,PSV,2015,ADVENTURE,PQube
7429,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,PLATFORM,Konami Digital Entertainment
4022,Resident Evil: The Mercenaries 3D,_3DS,2011,ACTION,Capcom
2219,MLB 06: The Show,PS2,2006,SPORTS,Sony Computer Entertainment
9470,Disruptor,PS,1995,SHOOTER,Interplay
11818,Mega Man Xtreme 2,GB,2001,PLATFORM,Capcom
11221,Blacksite: Area 51,PS3,2007,SHOOTER,Midway Games
10432,Derby Stallion P,PSP,2006,SPORTS,Enterbrain
6034,World of Tanks,PC,2011,SHOOTER,Wargaming.net
13492,Dead Island Definitive Collection,XONE,2016,ACTION,Deep Silver
9228,NBA 2K13,WIIU,2012,SPORTS,Take-Two Interactive
3851,IL-2 Sturmovik: Birds of Prey,X360,2009,SIMULATION,505 Games
2960,NFL Xtreme,PS,1998,SPORTS,Sony Computer Entertainment
9038,Balloon Pop,DS,2009,PUZZLE,UFO Interactive
2887,Blast Corps,N64,1997,ACTION,Nintendo
1138,Mario Hoops 3 on 3,DS,2006,SPORTS,Nintendo
5851,NASCAR 2011: The Game,X360,2011,RACING,Activision
11376,Zatch Bell! Mamodo Battles,PS2,2005,FIGHTING,Namco Bandai Games
11140,Harvest Moon: Boy & Girl,PSP,2005,SIMULATION,Marvelous Interactive
1407,Persona 4: Golden,PSV,2012,ROLEPLAYING,Atlus
1027,SSX Tricky,PS2,2001,SPORTS,Electronic Arts
1625,Castlevania,NES,1986,PLATFORM,Konami Digital Entertainment
13900,Dynasty Warriors Vol. 2 (JP sales),PSP,2006,ACTION,Tecmo Koei
6895,Dance Dance Revolution: Disney Channel Edition,PS2,2008,SIMULATION,Konami Digital Entertainment
8799,MLB Power Pros 2008,PS2,2008,SPORTS,Konami Digital Entertainment
15251,Brave: The Video Game,DS,2012,ACTION,Disney Interactive Studios
15461,Ten Pin Alley 2,WII,2008,SPORTS,XS Games
7898,Gungrave,PS2,2002,SHOOTER,Activision
11573,Dreamer Series: Shop Owner,DS,2009,SIMULATION,Deep Silver
240,Pitfall!,_2600,1981,PLATFORM,Activision
10625,Opoona,WII,2007,ROLEPLAYING,Tecmo Koei
10373,Pro Yakyuu Team o Tsukurou! 2,DS,2009,SPORTS,Sega
13657,Phantom Kingdom Portable,PSP,2011,ROLEPLAYING,Nippon Ichi Software
999,Hitman: Absolution,X360,2012,ACTION,Square Enix
13053,Jenga World Tour,WII,2007,MISC,Atari
8165,College Hoops 2K7,PS3,2007,SPORTS,Take-Two Interactive
329,The Sims: Unleashed,PC,2002,SIMULATION,Electronic Arts
2074,Dynasty Warriors 3: Xtreme Legends,PS2,2002,ACTION,Tecmo Koei
1025,Uncharted: Golden Abyss,PSV,2011,SHOOTER,Sony Computer Entertainment
2118,South Park: The Stick of Truth,PS3,2014,ROLEPLAYING,Ubisoft
14663,Kong: King of Atlantis,GBA,2005,ACTION,THQ
6209,RollerCoaster Tycoon 3,PC,2004,STRATEGY,Atari
1955,NFL Blitz,N64,1998,SPORTS,Midway Games
10674,Crime Crackers,PS,1994,ROLEPLAYING,Sony Computer Entertainment
12411,Paws & Claws: Pampered Pets 2,DS,2011,SIMULATION,THQ
16422,Routes PE,PS2,2007,ADVENTURE,Aqua Plus
7822,NBA Live 14,XONE,2013,SPORTS,Electronic Arts
13560,Corpse Party: Book of Shadows,PSP,2011,ADVENTURE,5pb
165,Super Mario World,GBA,2001,PLATFORM,Nintendo
3632,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,SIMULATION,Activision
3196,Monster Hunter 2,PS2,N/A,ROLEPLAYING,Capcom
7427,Threads of Fate,PS,1999,ROLEPLAYING,SquareSoft
13190,G1 Grand Prix,_3DS,2012,ACTION,Genki
15167,Evolution Snowboarding,PS2,2002,SPORTS,Konami Digital Entertainment
6276,Resident Evil 2: Dual Shock Edition,PS,1998,ACTION,Capcom
5727,Hatsune Miku: Project Mirai DX,_3DS,2015,MISC,Sega
16168,Ouka Sengoku Portable,PSP,2012,ADVENTURE,Alchemist
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,MISC,Sony Computer Entertainment
10670,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,MISC,Benesse
3644,Legends of WrestleMania,PS3,2009,FIGHTING,THQ
488,inFAMOUS,PS3,2009,ACTION,Sony Computer Entertainment
9059,Kamen Rider Ryuki,PS,2002,ACTION,Namco Bandai Games
3416,Payday 2,X360,2013,SHOOTER,505 Games
3675,Enslaved: Odyssey to the West,X360,2010,ACTION,Namco Bandai Games
14251,Ukiyo no Shishi,PS3,2015,ACTION,Namco Bandai Games
6193,NFL Blitz 20-02,PS2,2002,SPORTS,Midway Games
12750,Dr. Muto,XB,2002,PLATFORM,Midway Games
12945,Bass Rise,PS,1999,SPORTS,Namco Bandai Games
14124,Care Bears - Care Quest,GBA,2005,ACTION,Game Factory
6335,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,ROLEPLAYING,Square Enix
8790,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,ACTION,THQ
4149,Double Dragon,_2600,1989,ACTION,Activision
8814,Prince of Persia: The Sands of Time,GBA,2003,ACTION,Ubisoft
5090,Naruto Shippuden: Ninja Destiny 2,DS,2008,FIGHTING,Takara Tomy
14583,NatGeo Challenge! Wild Life,X360,2010,MISC,Black Bean Games
15661,Song of the Deep,PC,2016,ACTION,Insomniac Games
221,Crash Team Racing,PS,1999,RACING,Sony Computer Entertainment
12578,Pro Yakyuu Netsu Star 2007,PS2,2007,SPORTS,Namco Bandai Games
3917,Dai-4-Ji Super Robot Taisen S,PS,1996,STRATEGY,Banpresto
10577,Minority Report: Everybody Runs,GC,2002,ACTION,Activision
10124,Metal Slug 4 & 5,PS2,2005,SHOOTER,SNK Playmore
15918,Dream Dancer,DS,N/A,MISC,N/A
1555,LEGO Batman: The Videogame,PS2,2008,ACTION,Warner Bros. Interactive Entertainment
3463,Frozen: Olaf's Quest,_3DS,2013,PLATFORM,Disney Interactive Studios
5905,Eternal Ring,PS2,2000,ROLEPLAYING,Ubisoft
13669,Unison: Rebels of Rhythm & Dance,PS2,2000,MISC,Tecmo Koei
9138,Just Cause 3,PC,2015,ACTION,Square Enix
5081,Harry Potter and the Prisoner of Azkaban,GC,2004,ACTION,Electronic Arts
14780,Baldur's Gate: Dark Alliance,GBA,2004,ROLEPLAYING,"Destination Software, Inc"
8689,Arcana Heart,PS2,2007,FIGHTING,AQ Interactive
11568,The Voice,X360,2014,ACTION,Activision
11503,Incredible Crisis,PS,1999,ACTION,Titus
12868,Hakuouki: Reimeiroku,PS2,2010,ADVENTURE,Idea Factory
8770,Wolfenstein: The Old Blood,XONE,2015,ACTION,Bethesda Softworks
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,FIGHTING,Capcom
16231,Double Sequence: The Q-Virus Invasion,DS,2008,PUZZLE,Zoo Digital Publishing
11033,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,WII,2010,MISC,Hudson Soft
9204,Barbie Explorer,PS,2001,PLATFORM,Unknown
10608,Sword & Sorcery,SAT,1996,ROLEPLAYING,Micro Cabin
5329,Aggressive Inline,PS2,2002,SPORTS,Acclaim Entertainment
124,Red Dead Redemption,PS3,2010,ACTION,Take-Two Interactive
6819,Pure Futbol,PS3,2010,SPORTS,Ubisoft
1944,Darksiders,X360,2010,ACTION,THQ
4910,Laser Blast,_2600,1981,ACTION,Activision
15803,Pro Rally,GC,2002,RACING,Ubisoft
14845,Last Escort 2: Shinya no Amai Toge,PS2,2008,ADVENTURE,D3Publisher
4793,LEGO Harry Potter: Years 5-7,_3DS,N/A,ACTION,Warner Bros. Interactive Entertainment
16015,UEFA Champions League 2006-2007,PSP,2007,SPORTS,Electronic Arts
3253,Pro Evolution Soccer 2015,PS3,2014,SPORTS,Konami Digital Entertainment
5228,Just Dance 2016,X360,2015,MISC,Ubisoft
2093,Band Hero,WII,2009,MISC,Activision
5050,Dai-4-Ji Super Robot Taisen,SNES,1995,STRATEGY,Banpresto
7458,I Spy: Castle,DS,2011,PUZZLE,Scholastic Inc.
3241,Tony Hawk's American Wasteland,XB,2005,SPORTS,Activision
5109,LEGO Dimensions,XONE,2015,ACTION,Warner Bros. Interactive Entertainment
14286,The Walking Dead: Season One,PC,2012,ADVENTURE,Avanquest Software
6076,Looney Tunes Racing,PS,2000,RACING,Infogrames
15361,Bella Sara 2 - The Magic of Drasilmare,_3DS,2013,ADVENTURE,Big Ben Interactive
5998,Shin Megami Tensei: Strange Journey,DS,2009,ROLEPLAYING,Atlus
3994,Metal Gear Rising: Revengeance,X360,2013,ACTION,Konami Digital Entertainment
8789,Bigfoot: Collision Course,DS,2009,RACING,Zoo Digital Publishing
6957,LEGO Marvel's Avengers,WIIU,2016,ACTION,Warner Bros. Interactive Entertainment
7137,FaceBreaker K.O. Party,WII,2008,FIGHTING,Electronic Arts
11289,SafeCracker: The Ultimate Puzzle Adventure,WII,2008,PUZZLE,The Adventure Company
11513,Jillian Michaels Fitness Ultimatum 2010,DS,2009,SPORTS,Majesco Entertainment
4452,Super Bomberman 4,SNES,1996,PUZZLE,Hudson Soft
10221,Chameleon Twist,N64,1997,PLATFORM,Sunsoft
4657,Star Wars The Clone Wars: Republic Heroes,PSP,2009,ACTION,LucasArts
8482,F1 2011,_3DS,2011,RACING,Codemasters
3536,Jillian Michaels Fitness Ultimatum 2010,WII,2009,SPORTS,Majesco Entertainment
11404,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,ROLEPLAYING,Banpresto
4361,Samurai Warriors 3,WII,2009,ACTION,Nintendo
16291,ef - a fairy tale of the two.,PS2,2010,ADVENTURE,Comfort
5320,College Hoops 2K8,PS2,2007,SPORTS,Take-Two Interactive
9398,History Civil War: Secret Missions,X360,2008,SHOOTER,Activision
2192,Army of Two: The 40th Day,X360,2010,SHOOTER,Electronic Arts
4383,SingStar Take That,PS2,2009,MISC,Sony Computer Entertainment
6443,Lowrider,PS2,2002,MISC,Pacific Century Cyber Works
5991,FlatOut: Head On,PSP,2008,RACING,Empire Interactive
8531,Otogirisou,SNES,1992,ADVENTURE,ChunSoft
13547,Go Go Ackman 3,SNES,1995,PLATFORM,Banpresto
3666,The Amazing Spider-Man 2 (2014),PS4,2014,ACTION,Activision
16077,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009,PUZZLE,Genterprise
1082,MySims,WII,2007,SIMULATION,Electronic Arts
3991,Star Wars: Clone Wars,PS2,2002,SHOOTER,LucasArts
6364,LEGO The Hobbit,XONE,2014,ACTION,Warner Bros. Interactive Entertainment
16443,Bullet Soul: Tama Tamashii,X360,2011,SHOOTER,5pb
9424,Winning Post 5,PS2,2001,SPORTS,Tecmo Koei
6083,Tomba! 2: The Evil Swine Return,PS,1999,PLATFORM,Sony Computer Entertainment
876,Star Wars: Dark Forces,PC,1994,SHOOTER,LucasArts
372,Resident Evil 5,X360,2009,ACTION,Capcom
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,ACTION,Namco Bandai Games
1825,Rocksmith,X360,2011,MISC,Ubisoft
8707,Ultimate Spider-Man,DS,2005,ACTION,Activision
1335,SingStar Pop,PS2,2007,MISC,Sony Computer Entertainment
14059,Monster Kingdom: Jewel Summoner,PSP,2006,ROLEPLAYING,Sony Computer Entertainment
13553,Jewel Quest 5: The Sleepless Star,PC,2011,ACTION,Astragon
2006,Project CARS,PS4,2015,RACING,Slightly Mad Studios
5318,WWE All Stars,X360,2011,FIGHTING,THQ
15604,Command & Conquer 3: Kane's Wrath,PC,2008,STRATEGY,Electronic Arts
12331,Bomberman Land,PSP,2007,MISC,Hudson Entertainment
8521,Hot Wheels World Race,GC,2003,RACING,THQ
14502,Code Geass: Hangyaku no Lelouch,DS,2007,ACTION,Namco Bandai Games
6197,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,N/A,ACTION,Disney Interactive Studios
10226,Thief (2014),PC,2014,ACTION,Square Enix
409,The Lord of the Rings: The Return of the King,PS2,2003,ACTION,Electronic Arts
9843,MTV Sports: Pure Ride,PS,2000,SPORTS,THQ
2792,Sword of Mana,GBA,2003,ROLEPLAYING,Nintendo
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,STRATEGY,Nippon Ichi Software
3140,Crash of the Titans,PSP,2007,ACTION,Vivendi Games
15093,Bejeweled 2 Deluxe,PC,2006,PUZZLE,Focus Home Interactive
14261,Tamagotchi no Doki Doki Dream Omisecchi,_3DS,2013,SIMULATION,Namco Bandai Games
12666,Vitamin X to Z,PSP,2011,ADVENTURE,D3Publisher
13283,Smash Court Tennis 3,PSP,2007,SPORTS,Namco Bandai Games
7936,The Munchables,WII,2009,ACTION,Namco Bandai Games
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,SHOOTER,Sony Computer Entertainment
15069,DemiKids: Light Version,GBA,2002,ROLEPLAYING,Atlus
928,The Legend of Dragoon,PS,1999,ROLEPLAYING,Sony Computer Entertainment
6842,Dancing With The Stars,WII,2007,MISC,Activision
7986,Samurai Warriors: State of War,PSP,2005,ACTION,Tecmo Koei
1326,4 Nin uchi Mahjong,NES,1984,MISC,Nintendo
8158,EyeToy: Groove,PS2,2003,MISC,Sony Computer Entertainment
15501,Azada,_3DS,2012,PUZZLE,Licensed 4U
7940,Singstar: Ultimate Party,PS4,2014,MISC,Sony Computer Entertainment Europe
4980,Phantasy Star Ø,DS,2008,ROLEPLAYING,Sega
15792,Dark Void,PC,2010,ACTION,Capcom
11528,Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,MISC,N/A
15707,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,MISC,D3Publisher
3401,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,1998,SPORTS,Konami Digital Entertainment
15903,Jet Impulse,DS,N/A,SIMULATION,Nintendo
2836,Dead to Rights,XB,2002,SHOOTER,Electronic Arts
9374,WipeOut 3 The Game,WIIU,2012,ACTION,Activision
16208,Caladrius,X360,2013,SHOOTER,Moss
2543,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,SPORTS,Konami Digital Entertainment
2667,Need For Speed: Undercover,PSP,2008,RACING,Electronic Arts
14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,ADVENTURE,Yeti
15825,Ore wa Shoujo Mangaka,PSP,2012,ACTION,Giza10
830,PGR4 - Project Gotham Racing 4,X360,2007,RACING,Microsoft Game Studios
2795,The Sims 2: Castaway,DS,2007,SIMULATION,Electronic Arts
4442,Chocobo Racing,PS,1999,RACING,SquareSoft
13984,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,MISC,D3Publisher
11966,Silent Hill: Origins,PS2,2008,ACTION,Konami Digital Entertainment
14900,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,MISC,D3Publisher
4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010,ACTION,Electronic Arts
1779,Dragon Quest I & II,SNES,1993,ROLEPLAYING,Enix Corporation
1706,Metal Gear Solid VR Missions,PS,1999,ADVENTURE,Konami Digital Entertainment
9388,NHL 2K9,PS2,2008,SPORTS,Take-Two Interactive
1257,NFL Blitz,PS,1998,SPORTS,Midway Games
8419,WRC 2: FIA World Rally Championship,PS3,2011,RACING,Ubisoft
262,Super Mario 3D World,WIIU,2013,PLATFORM,Nintendo
7217,Imagine: Boutique Owner,DS,2009,SIMULATION,Ubisoft
672,Kirby's Dream Land 2,GB,1995,PLATFORM,Nintendo
4467,Naruto: Gekito Ninja Taisen! 3,GC,2004,FIGHTING,Tomy Corporation
11111,The Mummy: Tomb of the Dragon Emperor,DS,2008,ACTION,Vivendi Games
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009,ADVENTURE,Arc System Works
11551,futureU: The Prep Game for SAT,DS,2008,MISC,Aspyr
12684,Vampire Rain: Altered Species,PS3,2008,ACTION,Ignition Entertainment
9157,Bio FREAKS,N64,1998,ACTION,GT Interactive
2581,The Sims 2: Castaway,PSP,2007,SIMULATION,Electronic Arts
13784,Akko ni Omakase! Brain Shock,DS,2006,MISC,Taito
2727,Genji: Days of the Blade,PS3,2006,ACTION,Sony Computer Entertainment
4545,Zone of the Enders HD Collection,PS3,2012,SIMULATION,Konami Digital Entertainment
5518,Clock Tower 3,PS2,2002,ADVENTURE,Capcom
10097,JASF: Jane's Advanced Strike Fighters,PS3,2011,SIMULATION,Deep Silver
16506,Shinigami to Shoujo,PSP,2011,ADVENTURE,Takuyo
8231,Warriors of Might and Magic,PS2,2001,ADVENTURE,3DO
13816,Clannad,PSP,2008,ADVENTURE,Prototype
11402,Pinobee: Wings of Adventure,GBA,2001,PLATFORM,Hudson Entertainment
10943,Crash Boom Bang!,DS,2006,MISC,Vivendi Games
2657,NBA ShootOut 98,PS,1998,SPORTS,Sony Computer Entertainment
3118,Drakengard,PS2,2003,ROLEPLAYING,Square Enix
6025,Viz,N64,1998,RACING,Acclaim Entertainment
6297,Pac-Pix,DS,2005,PUZZLE,Namco Bandai Games
9819,Earthworm Jim 3D,N64,1999,PLATFORM,Interplay
2963,Assassin's Creed IV: Black Flag,PC,2013,ACTION,Ubisoft
6600,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,RACING,Codemasters
3464,Terminator 3: Rise of the Machines,PS2,2003,ACTION,Atari
4246,Wolfenstein: The New Order,PC,2014,SHOOTER,Bethesda Softworks
7410,Disney's Planes,WIIU,2013,SIMULATION,Disney Interactive Studios
5710,Fishing Master,WII,2007,MISC,Konami Digital Entertainment
12014,Guilty Gear Xrd -Revelator-,PS3,2016,FIGHTING,PQube
5047,Hunter: The Reckoning,XB,2002,ACTION,Interplay
8270,Ice Age: Dawn of the Dinosaurs,PS2,2009,ACTION,Activision
865,Burnout Paradise,PS3,2008,RACING,Electronic Arts
2016,Sonic Unleashed,PS3,2008,PLATFORM,Sega
1189,Donkey Kong Classics,NES,1988,PLATFORM,Nintendo
10629,Alien Hominid,PS2,2004,SHOOTER,Zoo Digital Publishing
3832,Naruto Shippuden: Clash of Ninja Revolution 3,WII,2009,FIGHTING,Nintendo
7783,X-Men Origins: Wolverine,PSP,2009,ACTION,Activision
7949,ThunderStrike 2,PS,1994,SIMULATION,Core Design Ltd.
10347,Aqua Aqua,PS2,2000,PUZZLE,3DO
4466,Grind Session,PS,2000,SPORTS,Sony Computer Entertainment
11521,Serious Sam 3: BFE,PC,2011,SHOOTER,Mastertronic
5458,Virtua Tennis 2009,X360,2009,SPORTS,Sega
9937,The Clique: Diss and Make Up,DS,2009,ADVENTURE,Warner Bros. Interactive Entertainment
4104,Destroy All Humans! 2,PS2,2006,ACTION,THQ
7965,R-Type Final,PS2,2003,SHOOTER,Metro 3D
